text,label
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham
Why de. You looking good only:-)..,ham
"Haha just kidding, papa needs drugs",ham
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,ham
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham
"Ya, told..she was asking wats matter?",ham
Annoying isn't it.,ham
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,spam
Long after I quit. I get on only like 5 minutes a day as it is.,ham
Pls dont restrict her from eating anythin she likes for the next two days.,ham
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",ham
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,ham
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam
Nan sonathaya soladha. Why boss?,ham
U having lunch alone? I now so bored...,ham
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
Din i tell u jus now 420,ham
He remains a bro amongst bros,ham
"If i let you do this, i want you in the house by 8am.",ham
Your dad is back in ph?,ham
Yup. Thk of u oso boring wat.,ham
Are you available for soiree on June 3rd?,ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,ham
When did you get to the library,ham
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,ham
Lol for real. She told my dad I have cancer,ham
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham
New car and house for my parents.:)i have only new job in hand:),ham
How will I creep on you now? ;_;,ham
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,ham
Sorry that was my uncle. I.ll keep in touch,ham
Hey what are you doing. Y no reply pa..,ham
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,ham
I know she called me,ham
Midnight at the earliest,ham
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,spam
I'm thinking that chennai forgot to come for auction..,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham
Have you finished work yet? :),ham
You have 1 new message. Please call 08718738034.,spam
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",ham
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam
Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,ham
I love your ass! Do you enjoy doggy style? :),ham
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham
No need to ke qi... Ü too bored izzit y suddenly thk of this...,ham
Ü all write or wat..,ham
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham
Oh k.i think most of wi and nz players unsold.,ham
The hair cream has not been shipped.,ham
Webpage s not available!,ham
You do what all you like,ham
Was it something u ate?,ham
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
Hey whats up? U sleeping all morning?,ham
"Pls send me a comprehensive mail about who i'm paying, when and how much.",ham
Hey what happen de. Are you alright.,ham
If india win or level series means this is record:),ham
Po de :-):):-):-):-). No need job aha.,ham
In which place do you want da.,ham
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",ham
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,ham
"Ok, be careful ! Don't text and drive !",ham
What u talking bout early morning? It's almost noon where your at!,ham
"""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI""",ham
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
Your daily text from me – a favour this time,ham
Huh? 6 also cannot? Then only how many mistakes?,ham
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
it to 80488. Your 500 free text messages are valid until 31 December 2005.,spam
Studying. But i.ll be free next weekend.,ham
How much are we getting?,ham
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam
"Could you not read me, my Love ? I answered you",ham
So ü'll be submitting da project tmr rite?,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
Gud mrng dear hav a nice day,ham
Hahaha..use your brain dear,ham
K..k:)how much does it cost?,ham
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham
No plm i will come da. On the way.,ham
:-) :-),ham
Nope thats fine. I might have a nap tho!,ham
Wat time ü finish?,ham
Wait 2 min..stand at bus stop,ham
LOL ... No just was busy,ham
"Goodmorning, Today i am late for  &lt;#&gt; min.",ham
Hope you are having a great day.,ham
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,ham
Have you seen who's back at Holby?!,ham
Ok k..sry i knw 2 siva..tats y i askd..,ham
When i have stuff to sell i.ll tell you,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
Ok...,ham
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",ham
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
"Hi this is yijue, can i meet u at 11 tmr?",ham
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham
K I'll take care of it,ham
"Tick, tick, tick ... Babe",ham
Are you in castor? You need to see something,ham
Okie... Thanx...,ham
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",ham
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham
Happy new year. Hope you are having a good semester,ham
Buy one egg for me da..please:),ham
Aight what time you want me to come up?,ham
What you need. You have a person to give na.,ham
No screaming means shouting..,ham
What happen dear tell me,ham
Haiyoh... Maybe your hamster was jealous of million,ham
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,ham
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
"Haha... Sounds crazy, dunno can tahan anot...",ham
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,spam
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",ham
Is it your yahoo boys that bring in the perf? Or legal.,ham
Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,ham
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,spam
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",ham
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham
Great comedy..cant stop laughing da:),ham
Must come later.. I normally bathe him in da afternoon mah..,ham
Huh i cant thk of more oredi how many pages do we have?,ham
These won't do. Have to move on to morphine,ham
Auntie huai juan never pick up her phone,ham
Mom wants to know where you at,ham
Nt joking seriously i told,ham
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,ham
Haha... can... But i'm having dinner with my cousin...,ham
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",ham
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
Not tonight mate. Catching up on some sleep. This is my new number by the way.,ham
"Come to mu, we're sorting out our narcotics situation",ham
Ok... Let u noe when i leave my house.,ham
Great! I have to run now so ttyl!,ham
He also knows about lunch menu only da. . I know,ham
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",ham
As usual u can call me ard 10 smth.,ham
Now press conference da:),ham
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,ham
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
"Sorry, I'll call later",ham
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",ham
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
Oh k k:)but he is not a big hitter.anyway good,ham
Mm i am on the way to railway,ham
"Sorry,  in meeting I'll call you later",ham
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,ham
Am also doing in cbe only. But have to pay.,ham
Lol no ouch but wish i'd stayed out a bit longer,ham
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,ham
"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""",ham
Why i come in between you people,ham
Did u receive my msg?,ham
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,ham
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",ham
I am not having her number sir,ham
Where to get those?,ham
"Alright omw, gotta change my order to a half8th",ham
I AM AT THE GAS STATION. GO THERE.,ham
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",ham
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,ham
"It,,s a taxt massage....tie-pos argh ok! Lool!",ham
Ok then i come n pick u at engin?,ham
The basket's gettin full so I might be by tonight,ham
Stop the story. I've told him i've returned it and he's saying i should not re order it.,ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,ham
I called but no one pick up e phone. I ask both of them already they said ok.,ham
THIS IS A LONG FUCKIN SHOWR,ham
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",ham
Come to my home for one last time i wont do anything. Trust me.,ham
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham
No prob. I will send to your email.,ham
I'm putting it on now. It should be ready for  &lt;TIME&gt;,ham
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam
"What i mean was i left too early to check, cos i'm working a 9-6.",ham
Nah dub but je still buff,ham
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham
3 pa but not selected.,ham
You still at grand prix?,ham
Ü give me some time to walk there.,ham
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham
"Not yet chikku..going to room nw, i'm in bus..",ham
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam
Hello which the site to download songs its urgent pls,ham
All sounds good. Fingers . Makes it difficult to type,ham
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,spam
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
Prepare to be pounded every night...,ham
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,ham
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
What you doing?how are you?,ham
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,ham
I'm home...,ham
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",spam
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam
Happy birthday... May all ur dreams come true...,ham
"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",ham
Im done. Just studyn in library,ham
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham
I attended but nothing is there.,ham
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
Wen did you get so spiritual and deep. That's great,ham
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,ham
"Nah, I'm a perpetual DD",ham
No let me do the math. Your not good at it.,ham
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ham
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
Me fine..absolutly fine,ham
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ham
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,ham
Bognor it is! Should be splendid at this time of year.,ham
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham
Pls send me your address sir.,ham
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,ham
Yes :)it completely in out of form:)clark also utter waste.,ham
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,ham
Customer place i will call you.,ham
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,spam
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham
"Yeah, don't go to bed, I'll be back before midnight",ham
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",ham
I liked the new mobile,ham
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham
Long time. You remember me today.,ham
Tmrw. Im finishing 9 doors,ham
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham
ARR birthday today:) i wish him to get more oscar.,ham
"Aight, let me know when you're gonna be around usf",ham
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,ham
Were gonna go get some tacos,ham
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,spam
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",ham
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,ham
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",ham
No did you check? I got his detailed message now,ham
Okay. I've seen it. So i should pick it on friday?,ham
"Its good, we'll find a way",ham
We left already we at orchard now.,ham
From here after The performance award is calculated every two month.not for current one month period..,ham
Going on nothing great.bye,ham
What time is ur flight tmr?,ham
Just sleeping..and surfing,ham
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham
O we cant see if we can join denis and mina? Or does denis want alone time,ham
Bring it if you got it,ham
Yes princess! I want to make you happy...,ham
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
How much r ü willing to pay?,ham
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham
"Yeah, we can probably swing by once my roommate finishes up with his girl",ham
"Yo, you at jp and hungry like a mofo?",ham
Wat ü doing now?,ham
"Dude u knw also telugu..thts gud..k, gud nyt..",ham
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,ham
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,ham
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
Still chance there. If you search hard you will get it..let have a try :),ham
"Since when, which side, any fever, any vomitin.",ham
Wish u many many returns of the day.. Happy birthday vikky..,ham
I am not having her number sir,ham
Fuck babe ... What happened to you ? How come you never came back?,ham
We r outside already.,ham
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",ham
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam
In e msg jus now. U said thanks for gift.,ham
Ok i msg u b4 i leave my house.,ham
Hi good mornin.. Thanku wish u d same..,ham
Rats. Hey did u ever vote for the next themes?,ham
Rofl. Its true to its name,ham
"Its ok, called mom instead have fun",ham
Chk in ur belovd ms dict,ham
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam
Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,ham
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham
"Come to me right now, Ahmad",ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ham
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,ham
Lol ... I knew that .... I saw him in the dollar store,ham
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham
My birthday is on feb  &lt;#&gt;  da. .,ham
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham
"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham
Ya that one is slow as poo,ham
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham
R ü going 4 today's meeting?,ham
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",spam
When are you guys leaving?,ham
Let me know when you've got the money so carlos can make the call,ham
To day class is there are no class.,ham
Thank you. do you generally date the brothas?,ham
Does daddy have a bb now.,ham
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
Can come my room but cannot come my house cos my house still messy... Haha...,ham
I fetch yun or u fetch?,ham
Nt yet chikku..simple habba..hw abt u?,ham
How much is blackberry bold2 in nigeria.,ham
No problem with the renewal. I.ll do it right away but i dont know his details.,ham
Went fast asleep dear.take care.,ham
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",ham
I wont. So wat's wit the guys,ham
Send me the new number,ham
K:)i will give my kvb acc details:),ham
Pls pls find out from aunt nike.,ham
Happy new year to u too!,ham
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam
"I want to show you the world, princess :) how about europe?",ham
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,ham
What makes you most happy?,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
"""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE """,ham
Jus finish bathing...,ham
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,ham
Oh k...i'm watching here:),ham
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,ham
We're done...,ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
2/2 146tf150p,spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
Just taste fish curry :-P,ham
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham
So i'm doing a list of buyers.,ham
When you are big..| God will bring success.,ham
"Ta-Daaaaa! I am home babe, are you still up ?",ham
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
